Claim Number,Date Received,Incident Date,Airport Code,Airport Name,Airline Name,Claim Type,Claim Site,Item,Claim Amount,Status,Close Amount,Disposition,Day Differences,Amount Differences
2005020275307,2005-01-19 00:00:00,2004-12-20 00:00:00,SAN,San Diego International,American Airlines,Passenger Property Loss,Checked Baggage,Cameras - Digital,450.0,Denied,0.0,Deny,30.0,450.0
2007062627522,2007-06-22 00:00:00,2007-05-07 00:00:00,ATL,Hartsfield-Jackson Atlanta International Airport,USAir,Passenger Property Loss,Checked Baggage,Clothing - Shoes; belts; accessories; etc.; Other,261.09,Denied,0.0,Deny,46.0,261.09
2006101213911,2006-10-05 00:00:00,2006-09-28 00:00:00,MCO,Orlando International Airport,USAir,Passenger Property Loss,Checkpoint,Medicines,40.0,Denied,0.0,Deny,7.0,40.0
2009041457510,2009-04-14 00:00:00,2009-02-17 00:00:00,SUN,Friedman Memorial,Delta Air Lines,Property Damage,Checked Baggage,Luggage (all types including footlockers),42.75,Denied,0.0,Deny,56.0,42.75
2009102764777,2009-10-20 00:00:00,2009-07-22 16:42:00,JFK,John F. Kennedy International,Jet Blue,Property Damage,Checked Baggage,Luggage (all types including footlockers),350.0,Denied,0.0,Deny,89.0,350.0
2009081162486,2009-08-04 00:00:00,2009-03-29 00:00:00,LIT,Little Rock National,Southwest Airlines,Passenger Property Loss,Checked Baggage,Photographic Film,8.39,Denied,0.0,Deny,128.0,8.39
2006120116582,2006-11-27 00:00:00,2006-11-14 00:00:00,TPA,Tampa International,USAir,Property Damage,Checked Baggage,Computer - Laptop,700.0,Denied,0.0,Deny,13.0,700.0
2005011473716,2004-12-30 00:00:00,2004-12-22 00:00:00,IAD,Washington Dulles International,UAL,Passenger Property Loss,Checked Baggage,Other,229.99,Denied,0.0,Deny,8.0,229.99
2005072089294,2005-07-19 00:00:00,2005-07-07 00:00:00,LAX,Los Angeles International Airport,American Airlines,Passenger Property Loss,Checked Baggage,DVD/CD Players,500.0,Settled,116.8,Settle,12.0,383.2
0105511M,2004-01-05 00:00:00,2003-12-04 00:00:00,RIC,Richmond International,USAir,Passenger Property Loss,Checked Baggage,Other,29.95,Settled,14.98,Settle,32.0,14.969999999999999
0714522M,2003-07-09 00:00:00,2003-05-07 00:00:00,PHX,Phoenix Sky Harbor International,American Airlines,Property Damage,Checked Baggage,Locks,89.99,Approved,89.99,Approve in Full,63.0,0.0
2007050224856,2007-04-30 00:00:00,2007-03-26 00:00:00,SEA,Seattle-Tacoma International,Frontier Airlines,Passenger Property Loss,Checked Baggage,Cosmetics - Perfume; toilet articles; medicines; soaps; etc.,102.22,Denied,0.0,Deny,35.0,102.22
2008101751247,2008-10-14 00:00:00,2008-09-22 00:00:00,CHS,Charleston International,Delta Air Lines,Property Damage,Checked Baggage,Dishes; Pottery; Glassware; Plasticware,350.0,Denied,0.0,Deny,22.0,350.0
2006121216948,2006-11-24 00:00:00,2006-10-16 00:00:00,IAH,Houston - George Bush Intercontinental Airport,Continental Airlines,Property Damage,Checked Baggage,Audio - CD's; Video Recordings - Laser Discs,60.0,Approved,60.0,Approve in Full,39.0,0.0
2008011537874,2008-01-08 00:00:00,2008-01-03 00:00:00,MDW,Midway International Airport,Delta Air Lines,Passenger Property Loss,Checked Baggage,Cosmetics - Perfume; toilet articles; medicines; soaps; etc.,55.0,Denied,0.0,Deny,5.0,55.0
2005091592541,2005-09-08 00:00:00,2005-07-31 00:00:00,SEA,Seattle-Tacoma International,Alaska Airlines,Passenger Property Loss,Checked Baggage,Clothing - Shoes; belts; accessories; etc.,114.97,Denied,0.0,Deny,39.0,114.97
2004051452007,2004-02-25 00:00:00,2004-02-04 00:00:00,FLL,Ft. Lauderdale-Hollywood International,Delta Air Lines,Property Damage,Checked Baggage,Luggage (all types including footlockers),150.0,Settled,50.0,Settle,21.0,100.0
2008042243061,2008-04-14 00:00:00,2008-03-06 00:00:00,BOS,Boston (Logan) International Airport,USAir,Property Damage,Checkpoint,GPS - Global Positioning System,314.0,Denied,0.0,Deny,39.0,314.0
2007012219096,2006-01-10 00:00:00,2006-12-25 00:00:00,LAX,Los Angeles International Airport,UAL,Passenger Property Loss,Checked Baggage,Cameras - Digital,359.98,Denied,0.0,Deny,-349.0,359.98
2005071889106,2005-07-15 00:00:00,2005-06-04 00:00:00,EWR,Newark International Airport,Continental Airlines,Passenger Property Loss,Checked Baggage,Clothing - Shoes; belts; accessories; etc.,84.93,Approved,84.93,Approve in Full,41.0,0.0
2008052244671,2008-05-18 00:00:00,2008-05-08 00:00:00,GUC,Gunnison - Crested Butte Regional Airport,UAL,Passenger Property Loss,Checked Baggage,Cameras - Digital; Jewelry - Fine,209.95,Denied,0.0,Deny,10.0,209.95
2008100350736,2008-10-01 00:00:00,2008-09-18 00:00:00,COS,Colorado Springs Municipal,USAir,Passenger Property Loss,Checked Baggage,Batteries - Dry cell only; Hearing Aids,20.0,Denied,0.0,Deny,13.0,20.0
2008090549544,2008-09-02 00:00:00,2008-08-02 00:00:00,FLL,Ft. Lauderdale-Hollywood International,Delta Air Lines,Property Damage,Checked Baggage,Locks; Luggage (all types including footlockers),286.0,Denied,0.0,Deny,31.0,286.0
2006071409508,2006-07-13 00:00:00,2006-06-25 00:00:00,JFK,John F. Kennedy International,Jet Blue,Property Damage,Checked Baggage,Other,189.11,Approved,189.11,Approve in Full,18.0,0.0
2005042583192,2005-04-22 00:00:00,2005-02-26 00:00:00,MIA,Miami International Airport,American Airlines,Passenger Property Loss,Checked Baggage,Cameras - Digital,1050.0,Settled,852.7,Settle,55.0,197.29999999999995
2005041182156,2005-04-08 00:00:00,2005-03-23 00:00:00,LAX,Los Angeles International Airport,American Airlines,Property Damage,Checkpoint,Eyeglasses - (including contact lenses),107.7,Approved,107.7,Approve in Full,16.0,0.0
0923088M,2003-09-23 00:00:00,2003-09-11 00:00:00,ONT,Ontario International,UAL,Property Damage,Checked Baggage,Luggage (all types including footlockers),75.0,Approved,75.0,Approve in Full,12.0,0.0
2009051958974,2009-04-30 00:00:00,2009-04-14 00:00:00,JFK,John F. Kennedy International,Jet Blue,Property Damage,Checked Baggage,Locks; Luggage (all types including footlockers),370.95,Denied,0.0,Deny,16.0,370.95
2009080762413,2009-08-03 00:00:00,2009-07-20 00:00:00,SLC,Salt Lake City International Airport,Delta Air Lines,Passenger Property Loss,Checked Baggage,Locks,8.55,Approved,8.55,Approve in Full,14.0,0.0
2006071409496,2006-07-11 00:00:00,2006-06-16 00:00:00,SEA,Seattle-Tacoma International,UAL,Property Damage,Checked Baggage,Luggage (all types including footlockers),62.06,Settled,50.0,Settle,25.0,12.060000000000002
0703514M,2002-12-30 00:00:00,2002-12-17 00:00:00,LAX,Los Angeles International Airport,UAL,Passenger Property Loss,Checkpoint,Clothing - Shoes; belts; accessories; etc.,90.0,Denied,0.0,Deny,13.0,90.0
2008060945412,2008-05-29 00:00:00,2008-03-30 00:00:00,ISP,Long Island McArthur; Islip,Southwest Airlines,Passenger Property Loss,Checked Baggage,Currency,256.0,Denied,0.0,Deny,60.0,256.0
2005010472467,2004-12-14 00:00:00,2004-12-04 00:00:00,OKC,Will Rogers World,UAL,Property Damage,Checkpoint,Clothing - Shoes; belts; accessories; etc.,20.0,Approved,20.0,Approve in Full,10.0,0.0
2009031156070,2009-03-23 00:00:00,2009-02-15 00:00:00,SGF,Springfield-Branson National Airport,American Airlines,Property Damage,Checked Baggage,Luggage (all types including footlockers),379.07,Denied,0.0,Deny,36.0,379.07
2007120435984,2007-11-30 00:00:00,2007-10-24 00:00:00,ORD,Chicago O'Hare International Airport,UAL,Property Damage,Checked Baggage,Eyeglasses - (including contact lenses); Luggage (all types including footlockers); Stationery,167.0,Settled,83.0,Settle,37.0,84.0
2006052306823,2006-05-18 00:00:00,2006-02-25 00:00:00,SAN,San Diego International,Alaska Airlines,Property Damage,Checked Baggage,Luggage (all types including footlockers),45.6,Denied,0.0,Deny,82.0,45.6
2004063057991,2004-06-03 00:00:00,2004-04-29 00:00:00,BNA,Nashville International,American Airlines,Property Damage,Checked Baggage,Other,350.0,Denied,0.0,Deny,35.0,350.0
2005121997978,2005-12-13 00:00:00,2005-12-04 00:00:00,DSM,Des Moines International,Allegiant Air,Property Damage,Checked Baggage,Luggage (all types including footlockers),79.0,Settled,50.0,Settle,9.0,29.0
2009081462616,2009-08-11 00:00:00,2009-02-14 00:00:00,EWR,Newark International Airport,Continental Airlines,Property Damage,Checkpoint,Luggage (all types including footlockers),79.0,Denied,0.0,Deny,178.0,79.0
2004042350042,2004-03-10 00:00:00,2004-01-26 00:00:00,TUS,Tucson International,American Airlines,Passenger Property Loss,Checked Baggage,Clothing - Shoes; belts; accessories; etc.; Jewelry - Fine,401.37,Settled,200.68,Settle,44.0,200.69
2009061260111,2009-06-04 00:00:00,2009-05-27 00:00:00,MCO,Orlando International Airport,Jet Blue,Passenger Property Loss,Checked Baggage,Medical Equipment & Insturments,60.0,Denied,0.0,Deny,8.0,60.0
2008020739273,2008-01-31 00:00:00,2007-12-28 00:00:00,ORD,Chicago O'Hare International Airport,Delta Air Lines,Passenger Property Loss,Checked Baggage,Jewelry - Fine; Watches - Inexpensive $100 or less,140.0,Denied,0.0,Deny,34.0,140.0
2007021220765,2007-02-08 00:00:00,2006-12-29 00:00:00,BWI,Baltimore/Washington Intl Thurgood Marshall,Southwest Airlines,Passenger Property Loss,Checked Baggage,Cosmetics - Perfume; toilet articles; medicines; soaps; etc.; Jewelry - Costume,300.0,Denied,0.0,Deny,41.0,300.0
2008121053239,2008-12-04 00:00:00,2008-11-27 00:00:00,SGF,Springfield-Branson National Airport,UAL,Passenger Property Loss,Checked Baggage,Eyeglasses - (including contact lenses),129.0,Denied,0.0,Deny,7.0,129.0
2006112916342,2006-11-24 00:00:00,2006-11-03 00:00:00,EWR,Newark International Airport,Continental Airlines,Passenger Property Loss,Checked Baggage,Cosmetics - Perfume; toilet articles; medicines; soaps; etc.,38.5,Settled,19.25,Settle,21.0,19.25
2007090631468,2007-09-05 00:00:00,2007-08-22 00:00:00,LAS,McCarran International,Southwest Airlines,Passenger Property Loss,Checked Baggage,GPS - Global Positioning System,200.0,Denied,0.0,Deny,14.0,200.0
2005031678514,2005-02-16 00:00:00,2005-01-30 00:00:00,SDF,Louisville International,Delta Air Lines,Property Damage,Checked Baggage,Luggage (all types including footlockers),50.0,Approved,50.0,Approve in Full,17.0,0.0
2007072228836,2007-07-03 00:00:00,2007-05-09 00:00:00,PHF,Newport News / Williamsburg International,Delta Air Lines,Passenger Property Loss,Checked Baggage,Clothing - Shoes; belts; accessories; etc.,130.0,Denied,0.0,Deny,55.0,130.0
2004083161687,2004-08-03 00:00:00,2004-06-30 00:00:00,COS,Colorado Springs Municipal,UAL,Property Damage,Checked Baggage,Locks,10.0,Approved,10.0,Approve in Full,34.0,0.0
2009041557555,2009-03-27 00:00:00,2009-02-26 00:00:00,LGA,LaGuardia,Continental Airlines,Passenger Property Loss,Checkpoint,Batteries - Dry cell only; Boxes - Jewelry; Cigarette; Music; etc.; MP3 Players-(iPods; etc),350.0,Denied,0.0,Deny,29.0,350.0
2006110815306,2006-11-01 00:00:00,2006-10-06 00:00:00,JFK,John F. Kennedy International,British Airways,Passenger Property Loss,Checked Baggage,Locks,19.98,Approved,19.98,Approve in Full,26.0,0.0
2006051506263,2006-05-01 00:00:00,2006-04-27 00:00:00,ATL,Hartsfield-Jackson Atlanta International Airport,Air Tran Airlines(do not use),Passenger Property Loss,Checked Baggage,Watches - Expensive more than $100,375.0,Denied,0.0,Deny,4.0,375.0
2006042705414,2006-04-25 00:00:00,2006-04-16 00:00:00,SMF,Sacramento International Airport,Southwest Airlines,Passenger Property Loss,Checkpoint,Jewelry - Fine,20.0,Approved,20.0,Approve in Full,9.0,0.0
2004061956380,2004-05-26 00:00:00,2004-05-02 00:00:00,TUL,Tulsa International Airport,Southwest Airlines,Property Damage,Checked Baggage,Cameras - Digital,500.0,Approved,500.0,Approve in Full,24.0,0.0
2007012619567,2007-01-23 00:00:00,2006-12-26 00:00:00,ABQ,Albuquerque International Sunport Airport,UAL,Property Damage,Checked Baggage,Luggage (all types including footlockers); Other,28.6,Settled,16.0,Settle,28.0,12.600000000000001
2009073062036,2009-07-28 00:00:00,2009-05-05 00:00:00,LGA,LaGuardia,Delta Air Lines,Property Damage,Checked Baggage,Luggage (all types including footlockers),49.99,Denied,0.0,Deny,84.0,49.99
2006062008228,2006-06-19 00:00:00,2006-06-04 00:00:00,MYR,Myrtle Beach International,Spirit Airlines,Passenger Property Loss,Checked Baggage,Cell Phones; PDA - Personal Data Assistants,468.42,Denied,0.0,Deny,15.0,468.42
2008090849634,2008-09-05 00:00:00,2008-08-21 00:00:00,SNA,John Wayne,Continental Airlines,Passenger Property Loss,Checkpoint,Cell Phones,179.0,Denied,0.0,Deny,15.0,179.0
2006061908170,2006-06-15 00:00:00,2006-06-01 00:00:00,ISP,Long Island McArthur; Islip,Delta Air Lines,Property Damage,Checked Baggage,Clothing - Shoes; belts; accessories; etc.; Luggage (all types including footlockers),100.0,Denied,0.0,Deny,14.0,100.0
2005011073305,2004-12-21 00:00:00,2004-12-12 00:00:00,EWR,Newark International Airport,UAL,Property Damage,Checked Baggage,Other,1000.0,Denied,1000.0,Deny,9.0,0.0
2006022802242,2006-02-23 00:00:00,2006-01-30 00:00:00,RSW,Southwest Florida International,Delta Air Lines,Passenger Property Loss,Checked Baggage,Other,344.5,Denied,0.0,Deny,24.0,344.5
2006103114874,2006-10-25 00:00:00,2006-10-15 00:00:00,CLT,Charlotte/Douglas International Airport,USAir,Passenger Property Loss,Checked Baggage,Cameras - Digital,289.98,Settled,69.89,Settle,10.0,220.09000000000003
2007100433038,2007-10-04 00:00:00,2007-09-18 00:00:00,DEN,Denver International Airport,Frontier Airlines,Passenger Property Loss,Checked Baggage,Clothing - Shoes; belts; accessories; etc.,48.71,Denied,0.0,Deny,16.0,48.71
2008051544306,2008-05-12 00:00:00,2008-05-04 00:00:00,SMF,Sacramento International Airport,Southwest Airlines,Passenger Property Loss,Checkpoint,Cameras - Digital,100.0,Denied,0.0,Deny,8.0,100.0
2007061126728,2007-06-07 00:00:00,2007-03-31 00:00:00,SJU,Luis Munoz Marin International,Continental Airlines,Property Damage,Checkpoint,Watches - Expensive more than $100,375.0,Approved,375.0,Approve in Full,68.0,0.0
1208531M,2003-12-08 00:00:00,2003-11-14 00:00:00,RIC,Richmond International,American Airlines,Passenger Property Loss,Checked Baggage,Other,69.99,Settled,35.0,Settle,24.0,34.989999999999995
2008112152654,2008-11-20 00:00:00,2008-11-16 00:00:00,LGB,Long Beach,Jet Blue,Passenger Property Loss,Checked Baggage,Kitchen Utensils -Pots; Pans; Knives (heavy aluminum; cast iron; etc.),325.0,Denied,0.0,Deny,4.0,325.0
2008122953802,2008-12-16 00:00:00,2008-11-16 00:00:00,EWR,Newark International Airport,Continental Airlines,Passenger Property Loss,Checkpoint,Eyeglasses - (including contact lenses),350.0,Denied,0.0,Deny,30.0,350.0
2005011473657,2004-12-27 00:00:00,2004-12-12 00:00:00,DCA,Ronald Reagan Washington National Airport,Continental Airlines,Property Damage,Checked Baggage,Locks,10.75,Approved,10.75,Approve in Full,15.0,0.0
2009052059141,2009-05-11 00:00:00,2009-03-19 00:00:00,LAS,McCarran International,Continental Airlines,Passenger Property Loss,Checked Baggage,Batteries - Dry cell only,12.08,Approved,12.08,Approve in Full,53.0,0.0
1126139M,2003-11-26 00:00:00,2003-10-14 00:00:00,DTW,Detroit Metropolitan Wayne County Airport,Northwest Airlines,Property Damage,Checked Baggage,Luggage (all types including footlockers),157.31,Approved,157.31,Approve in Full,43.0,0.0
26063,2003-01-24 00:00:00,2002-12-31 00:00:00,CVG,Cincinnati/Northern Kentucky International,Delta Air Lines,Passenger Property Loss,Checked Baggage,Other,184.0,Denied,0.0,Deny,24.0,184.0
2008010237158,2007-12-26 00:00:00,2007-12-15 00:00:00,MSP,Minneapolis/ St.Paul International Airport,UAL,Passenger Property Loss,Checked Baggage,Books - Bibles & Bound classics; Clothing - Shoes; belts; accessories; etc.; Other,250.0,Denied,0.0,Deny,11.0,250.0
2009032456843,2009-03-09 00:00:00,2009-02-06 00:00:00,SJU,Luis Munoz Marin International,American Airlines,Passenger Property Loss,Checked Baggage,Cosmetics - Perfume; toilet articles; medicines; soaps; etc.; Jewelry - Costume; Other; Watches - Inexpensive $100 or less,99.93,Denied,0.0,Deny,31.0,99.93
2004122069619,2004-11-02 00:00:00,2004-09-16 00:00:00,TXK,Texarkana Regional Airport,American Airlines,Property Damage,Checked Baggage,Other,30.0,Approved,30.0,Approve in Full,47.0,0.0
2006083111827,2006-08-21 00:00:00,2006-05-15 00:00:00,PHF,Newport News / Williamsburg International,AirTran Airlines,Passenger Property Loss,Checked Baggage,Locks,15.16,Approved,15.16,Approve in Full,98.0,0.0
2006062008271,2006-06-20 00:00:00,2006-06-17 00:00:00,SJU,Luis Munoz Marin International,American Airlines,Passenger Property Loss,Checked Baggage,Cameras - Digital; Cameras - Digital,650.0,Denied,0.0,Deny,3.0,650.0
2008022039887,2008-02-19 00:00:00,2007-08-10 00:00:00,ATL,Hartsfield-Jackson Atlanta International Airport,Delta Air Lines,Property Damage,Checked Baggage,Luggage (all types including footlockers),139.99,Denied,0.0,Deny,193.0,139.99
1205386M,2003-12-05 00:00:00,2003-10-23 00:00:00,LAS,McCarran International,America West,Property Damage,Checked Baggage,Luggage (all types including footlockers),125.0,Denied,0.0,Deny,43.0,125.0
2008092550406,2008-09-23 00:00:00,2008-08-08 00:00:00,LAX,Los Angeles International Airport,Northwest Airlines,Passenger Property Loss,Checked Baggage,Game Equipment (poker chips; checker sets; chess etc.); Jewelry - Costume,459.0,Denied,0.0,Deny,46.0,459.0
2004122270490,2004-11-15 00:00:00,2004-09-23 00:00:00,BDL,Bradley International Airport,UAL,Property Damage,Checked Baggage,Luggage (all types including footlockers),120.0,Approved,120.0,Approve in Full,53.0,0.0
2008080648100,2008-07-31 00:00:00,2008-07-16 00:00:00,ALB,Albany International,UAL,Property Damage,Checked Baggage,Other,56.72,Denied,0.0,Deny,15.0,56.72
2005100493940,2005-09-27 00:00:00,2005-08-15 00:00:00,LAS,McCarran International,Delta Air Lines,Passenger Property Loss,Checkpoint,Cameras - Digital,396.07,Denied,0.0,Deny,43.0,396.07
2007091131648,2007-09-04 00:00:00,2007-08-27 00:00:00,SNA,John Wayne,Continental Airlines,Property Damage,Checked Baggage,Luggage (all types including footlockers),90.0,Denied,0.0,Deny,8.0,90.0
2006010598819,2005-12-28 00:00:00,2005-11-30 00:00:00,HNL,Honolulu International Airport,ATA Aerocondor,Passenger Property Loss,Checked Baggage,Cameras - Digital,144.78,Settled,72.39,Settle,28.0,72.39
2008012438482,2008-01-16 00:00:00,2008-01-01 00:00:00,BOS,Boston (Logan) International Airport,AirTran Airlines,Passenger Property Loss,Checked Baggage,Clothing - Shoes; belts; accessories; etc.; Cosmetics - Perfume; toilet articles; medicines; soaps; etc.; Toys - Other (including games; toys; play dolls etc.),330.94,Denied,0.0,Deny,15.0,330.94
2007043024705,2007-04-05 00:00:00,2007-02-25 00:00:00,SNA,John Wayne,Southwest Airlines,Passenger Property Loss,Checked Baggage,Medical Equipment & Insturments,60.0,Approved,60.0,Approve in Full,39.0,0.0
2006052507010,2006-05-23 00:00:00,2006-04-13 00:00:00,OAK,Metropolitan Oakland International,Southwest Airlines,Passenger Property Loss,Checked Baggage,Clothing - Shoes; belts; accessories; etc.,25.98,Approved,25.98,Approve in Full,40.0,0.0
2008072247221,2008-07-14 00:00:00,2008-07-04 00:00:00,DEN,Denver International Airport,Alaska Airlines,Passenger Property Loss,Checked Baggage,Other,69.99,Denied,0.0,Deny,10.0,69.99
2006011099297,2006-01-04 00:00:00,2005-10-21 00:00:00,DTW,Detroit Metropolitan Wayne County Airport,Northwest Airlines,Property Damage,Checked Baggage,Luggage (all types including footlockers),89.99,Settled,45.0,Settle,75.0,44.989999999999995
2007010818436,2007-01-04 00:00:00,2007-01-01 00:00:00,BDL,Bradley International Airport,Southwest Airlines,Passenger Property Loss,Checked Baggage,Cosmetics - Perfume; toilet articles; medicines; soaps; etc.,150.0,Settled,55.69,Settle,3.0,94.31
2006061408006,2006-06-14 00:00:00,2006-04-30 00:00:00,HXD,Hilton Head Island Airport,USAir,Passenger Property Loss,Checked Baggage,Clothing - Shoes; belts; accessories; etc.,25.0,Denied,0.0,Deny,45.0,25.0
2008032141401,2008-03-14 00:00:00,2008-03-06 00:00:00,LGB,Long Beach,Jet Blue,Passenger Property Loss,Checked Baggage,Other,59.99,Denied,0.0,Deny,8.0,59.99
2005062887506,2005-06-16 00:00:00,2005-05-01 00:00:00,TPA,Tampa International,Southwest Airlines,Passenger Property Loss,Checked Baggage,Clothing - Shoes; belts; accessories; etc.,75.0,Approved,75.0,Approve in Full,46.0,0.0
2005060385766,2005-05-24 00:00:00,2005-05-13 00:00:00,BWI,Baltimore/Washington Intl Thurgood Marshall,Continental Airlines,Passenger Property Loss,Checked Baggage,Cameras - Digital,320.0,Approved,320.0,Approve in Full,11.0,0.0
2006031002892,2006-03-06 00:00:00,2006-02-24 00:00:00,DAL,Dallas Love Field,Southwest Airlines,Property Damage,Checked Baggage,Luggage (all types including footlockers),125.0,Denied,0.0,Deny,10.0,125.0
0603315L,2003-06-03 00:00:00,2003-03-18 00:00:00,LAX,Los Angeles International Airport,Delta Air Lines,Property Damage,Checked Baggage,Luggage (all types including footlockers),75.0,Settled,75.0,Settle,77.0,0.0
2005062787338,2005-06-16 00:00:00,2005-05-24 00:00:00,STL,Lambert St. Louis International,USA 3000 (U5),Passenger Property Loss,Checked Baggage,Locks,15.0,Approved,15.0,Approve in Full,23.0,0.0
0815065M,2003-08-15 00:00:00,2003-07-17 00:00:00,SJC,Norman Y Mineta San Jose International,UAL,Passenger Property Loss,Checked Baggage,Clothing - Shoes; belts; accessories; etc.,160.0,Approved,160.0,Approve in Full,29.0,0.0
0313009L,2003-03-13 00:00:00,2003-02-09 00:00:00,PHX,Phoenix Sky Harbor International,Southwest Airlines,Property Damage,Checked Baggage,Other,600.0,Denied,0.0,Deny,32.0,600.0
2004121469093,2004-10-20 00:00:00,2004-10-11 00:00:00,COS,Colorado Springs Municipal,Delta Air Lines,Passenger Property Loss,Checkpoint,Jewelry - Fine,800.0,Denied,0.0,Deny,9.0,800.0
2007021220760,2007-02-08 00:00:00,2007-01-27 00:00:00,MDW,Midway International Airport,Delta Air Lines,Passenger Property Loss,Checked Baggage,Cosmetics - Perfume; toilet articles; medicines; soaps; etc.; Currency; Other,90.0,Denied,0.0,Deny,12.0,90.0
0130256M,2004-01-30 00:00:00,2003-12-07 00:00:00,SEA,Seattle-Tacoma International,Alaska Airlines,Property Damage,Checkpoint,Other,83.0,Denied,0.0,Deny,54.0,83.0
2009062560643,2009-06-22 00:00:00,2009-02-01 00:00:00,DCA,Ronald Reagan Washington National Airport,AirTran Airlines,Property Damage,Checked Baggage,Computer - Laptop,855.12,Approved,855.0,Approve in Full,141.0,0.12000000000000455
2004113068072,2004-10-14 00:00:00,2004-09-20 00:00:00,DEN,Denver International Airport,Northwest Airlines,Property Damage,Checkpoint,DVD/CD Players,512.18,Denied,0.0,Deny,24.0,512.18
2009041757685,2009-03-31 00:00:00,2009-03-25 00:00:00,DTW,Detroit Metropolitan Wayne County Airport,Northwest Airlines,Passenger Property Loss,Checkpoint,Cameras - Digital,642.3,Settled,168.7,Settle,6.0,473.59999999999997
2006021301437,2006-02-07 00:00:00,2006-01-09 00:00:00,SJU,Luis Munoz Marin International,American Eagle,Passenger Property Loss,Checked Baggage,Stereo Items & Accessories,712.0,Denied,0.0,Deny,29.0,712.0
2009021355558,2009-02-03 00:00:00,2008-12-26 00:00:00,SEA,Seattle-Tacoma International,Alaska Airlines,Property Damage,Checkpoint,Baby - Strollers; car seats; playpen; etc.,149.99,Approved,149.99,Approve in Full,39.0,0.0
2007043024727,2007-04-26 00:00:00,2007-04-03 00:00:00,IAD,Washington Dulles International,Northwest Airlines,Passenger Property Loss,Checked Baggage,Other,199.49,Approved,199.49,Approve in Full,23.0,0.0
2005021075901,2005-01-19 00:00:00,2004-12-14 00:00:00,MSP,Minneapolis/ St.Paul International Airport,UAL,Passenger Property Loss,Checkpoint,Currency,100.0,Approved,100.0,Approve in Full,36.0,0.0
2008090549581,2008-09-04 00:00:00,2008-08-16 00:00:00,ANC,Ted Stevens Anchorage International Airport,UAL,Passenger Property Loss,Checked Baggage,Fish/Game,230.26,Settled,83.88,Settle,19.0,146.38
2008060545363,2008-06-04 00:00:00,2008-05-30 00:00:00,MCO,Orlando International Airport,Northwest Airlines,Passenger Property Loss,Checked Baggage,Sporting Equipment & Supplies (footballs; parachutes; etc.),300.0,Denied,0.0,Deny,5.0,300.0
2008061245592,2008-06-06 00:00:00,2008-05-12 00:00:00,MIA,Miami International Airport,American Airlines,Property Damage,Checked Baggage,Other,200.0,Denied,0.0,Deny,25.0,200.0
2007061126700,2007-06-06 00:00:00,2007-04-30 00:00:00,HLN,Helena Regional,Delta Air Lines,Passenger Property Loss,Checked Baggage,Locks,10.0,Approved,10.0,Approve in Full,37.0,0.0
2005032279134,2005-02-23 00:00:00,2005-01-18 00:00:00,ORD,Chicago O'Hare International Airport,American Airlines,Passenger Property Loss,Checked Baggage,Clothing - Shoes; belts; accessories; etc.,150.0,Approved,150.0,Approve in Full,36.0,0.0
2008022740238,2008-02-21 00:00:00,2007-05-05 00:00:00,FLL,Ft. Lauderdale-Hollywood International,UAL,Passenger Property Loss,Checked Baggage,Cosmetics - Perfume; toilet articles; medicines; soaps; etc.; Dental Equipment and Instruments; Luggage (all types including footlockers),658.12,Denied,0.0,Deny,292.0,658.12
2008121753478,2009-01-16 00:00:00,2008-08-09 00:00:00,ORD,Chicago O'Hare International Airport,UAL,Property Damage,Checkpoint,Luggage (all types including footlockers),477.71,Settled,127.0,Settle,160.0,350.71
2008102151340,2008-10-20 00:00:00,2008-10-15 00:00:00,BWI,Baltimore/Washington Intl Thurgood Marshall,Southwest Airlines,Passenger Property Loss,Checked Baggage,Clothing - Shoes; belts; accessories; etc.,75.0,Denied,0.0,Deny,5.0,75.0
2005061086190,2005-05-31 00:00:00,2005-02-01 00:00:00,RNO,Reno/Tahoe International,American Airlines,Passenger Property Loss,Checked Baggage,Other,400.0,Denied,0.0,Deny,119.0,400.0
2004111366953,2004-10-05 00:00:00,2004-09-12 00:00:00,LGA,LaGuardia,Air Canada,Passenger Property Loss,Checked Baggage,Clothing - Shoes; belts; accessories; etc.,215.0,Approved,215.0,Approve in Full,23.0,0.0
2005012874757,2005-01-11 00:00:00,2004-08-19 00:00:00,LGA,LaGuardia,Air Canada,Passenger Property Loss,Checkpoint,Jewelry - Fine,770.0,Denied,0.0,Deny,145.0,770.0
2007080729744,2007-08-06 00:00:00,2007-08-04 00:00:00,ORD,Chicago O'Hare International Airport,American Airlines,Property Damage,Checked Baggage,Clothing - Shoes; belts; accessories; etc.,50.0,Denied,0.0,Deny,2.0,50.0
2004060254168,2004-04-21 00:00:00,2004-03-23 00:00:00,PIT,Pittsburgh International Airport,Delta Air Lines,Property Damage,Checked Baggage,Other,9.62,Approved,9.62,Approve in Full,29.0,0.0
2008071747068,2008-07-18 00:00:00,2008-06-24 00:00:00,ORF,Norfolk International,Delta Air Lines,Passenger Property Loss,Checked Baggage,Cameras - Digital,149.99,Denied,0.0,Deny,24.0,149.99
2010010467068,2009-12-30 00:00:00,2009-12-18 14:57:00,OGG,Kahului-Maui; HI,UAL,Passenger Property Loss,Checked Baggage,Cameras - Non-electronic (Camera supplies; lenses; projectors; etc.),37.99,Approved,37.99,Approve in Full,11.0,0.0
